,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,LR_pair,#ID Interactor A,ID Interactor B,Alt IDs Interactor A,Alt IDs Interactor B,Aliases Interactor A,Aliases Interactor B,Interaction Detection Method,Publication 1st Author,Publication Identifiers,Taxid Interactor A,Taxid Interactor B,Interaction Types,Source Database,Interaction Identifiers,Confidence Values
60,BMP6_BMPR1B_BMPR2,BMP,BMP6,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP6 - (BMPR1B+BMPR2),BMP6:BMPR1B_BMPR2,entrez gene/locuslink:654,entrez gene/locuslink:658,biogrid:107122|entrez gene/locuslink:BMP6|uniprot/swiss-prot:P22004|refseq:NP_001709,biogrid:107126|entrez gene/locuslink:BMPR1B|uniprot/swiss-prot:O00238|refseq:NP_001194|refseq:NP_001243721|refseq:NP_001243722|refseq:NP_001243723,entrez gene/locuslink:VGR(gene name synonym)|entrez gene/locuslink:VGR1(gene name synonym),entrez gene/locuslink:ALK-6(gene name synonym)|entrez gene/locuslink:ALK6(gene name synonym)|entrez gene/locuslink:CDw293(gene name synonym),"psi-mi:""MI:0096""(pull down)",Saremba S (2008),pubmed:18070108,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2497000,-
61,NGF_NGFR,NGF,NGF,NGFR,,,,,KEGG: hsa04060,Secreted Signaling,NGF - NGFR,NGF:NGFR,entrez gene/locuslink:4803,entrez gene/locuslink:4804,biogrid:110869|entrez gene/locuslink:NGF|uniprot/swiss-prot:P01138|refseq:NP_002497,biogrid:110870|entrez gene/locuslink:NGFR|uniprot/swiss-prot:P08138|refseq:NP_002498,entrez gene/locuslink:Beta-NGF(gene name synonym)|entrez gene/locuslink:HSAN5(gene name synonym)|entrez gene/locuslink:NGFB(gene name synonym),"entrez gene/locuslink:CD271(gene name synonym)|entrez gene/locuslink:Gp80-LNGFR(gene name synonym)|entrez gene/locuslink:TNFRSF16(gene name synonym)|entrez gene/locuslink:""p75(NTR)""(gene name synonym)|entrez gene/locuslink:p75NTR(gene name synonym)","psi-mi:""MI:0096""(pull down)",Nykjaer A (2004),pubmed:14985763,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:252252,-
62,NGF_NTRK1,NT,NGF,NTRK1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,NGF - NTRK1,NGF:NTRK1,entrez gene/locuslink:4803,entrez gene/locuslink:4914,biogrid:110869|entrez gene/locuslink:NGF|uniprot/swiss-prot:P01138|refseq:NP_002497,biogrid:110969|entrez gene/locuslink:NTRK1|uniprot/swiss-prot:P04629|refseq:NP_001007793|refseq:NP_002520|refseq:NP_001012331,entrez gene/locuslink:Beta-NGF(gene name synonym)|entrez gene/locuslink:HSAN5(gene name synonym)|entrez gene/locuslink:NGFB(gene name synonym),entrez gene/locuslink:MTC(gene name synonym)|entrez gene/locuslink:TRK(gene name synonym)|entrez gene/locuslink:TRK1(gene name synonym)|entrez gene/locuslink:TRKA(gene name synonym)|entrez gene/locuslink:Trk-A(gene name synonym)|entrez gene/locuslink:p140-TrkA(gene name synonym),"psi-mi:""MI:0096""(pull down)",Nykjaer A (2004),pubmed:14985763,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:252253,-
63,PTN_ITGAV_ITGB3,PTN,PTN,ITGAV_ITGB3,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - (ITGAV+ITGB3),PTN:ITGAV_ITGB3,entrez gene/locuslink:3690,entrez gene/locuslink:5764,biogrid:109896|entrez gene/locuslink:ITGB3|uniprot/swiss-prot:P05106|refseq:NP_000203,biogrid:111731|entrez gene/locuslink:PTN|uniprot/swiss-prot:P21246|refseq:NP_002816,entrez gene/locuslink:BDPLT16(gene name synonym)|entrez gene/locuslink:BDPLT2(gene name synonym)|entrez gene/locuslink:CD61(gene name synonym)|entrez gene/locuslink:GP3A(gene name synonym)|entrez gene/locuslink:GPIIIa(gene name synonym)|entrez gene/locuslink:GT(gene name synonym),entrez gene/locuslink:HARP(gene name synonym)|entrez gene/locuslink:HBGF8(gene name synonym)|entrez gene/locuslink:HBNF(gene name synonym)|entrez gene/locuslink:NEGF1(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Mikelis C (2009),pubmed:19141530,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2526657,-
64,CCL5_CCR5,CCL,CCL5,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR5,CCL5:CCR5,entrez gene/locuslink:6352,entrez gene/locuslink:1234,biogrid:112255|entrez gene/locuslink:CCL5|uniprot/swiss-prot:P13501|refseq:NP_001265665|refseq:NP_002976,biogrid:107639|entrez gene/locuslink:CCR5|uniprot/swiss-prot:P51681|refseq:NP_000570|refseq:NP_001093638,entrez gene/locuslink:D17S136E(gene name synonym)|entrez gene/locuslink:RANTES(gene name synonym)|entrez gene/locuslink:SCYA5(gene name synonym)|entrez gene/locuslink:SIS-delta(gene name synonym)|entrez gene/locuslink:SISd(gene name synonym)|entrez gene/locuslink:TCP228(gene name synonym)|entrez gene/locuslink:eoCP(gene name synonym),entrez gene/locuslink:CC-CKR-5(gene name synonym)|entrez gene/locuslink:CCCKR5(gene name synonym)|entrez gene/locuslink:CCR-5(gene name synonym)|entrez gene/locuslink:CD195(gene name synonym)|entrez gene/locuslink:CKR-5(gene name synonym)|entrez gene/locuslink:CKR5(gene name synonym)|entrez gene/locuslink:CMKBR5(gene name synonym)|entrez gene/locuslink:IDDM22(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Slimani H (2003),pubmed:14637022,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:252898,-
65,LRRC4C_NTNG1,NGL,LRRC4C,NTNG1,,,,,KEGG: hsa04514,Cell-Cell Contact,LRRC4C - NTNG1,LRRC4C:NTNG1,entrez gene/locuslink:22854,entrez gene/locuslink:57689,biogrid:116525|entrez gene/locuslink:NTNG1|entrez gene/locuslink:UNQ571/PRO1133|uniprot/swiss-prot:Q9Y2I2|refseq:NP_001106697|refseq:NP_055732|refseq:NP_001106699,biogrid:121715|entrez gene/locuslink:LRRC4C|entrez gene/locuslink:UNQ292/PRO331|uniprot/swiss-prot:Q9HCJ2|refseq:NP_065980|refseq:NP_001245348,entrez gene/locuslink:Lmnt1(gene name synonym),entrez gene/locuslink:NGL-1(gene name synonym)|entrez gene/locuslink:NGL1(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Lin JC (2003),pubmed:14595443,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:253245,-
66,IL6_IL6R_IL6ST,IL6,IL6,IL6R_IL6ST,,,,,KEGG: hsa04060,Secreted Signaling,IL6 - (IL6R+IL6ST),IL6:IL6R_IL6ST,entrez gene/locuslink:3569,entrez gene/locuslink:3570,biogrid:109783|entrez gene/locuslink:IL6|uniprot/swiss-prot:P05231|refseq:NP_000591,biogrid:109784|entrez gene/locuslink:IL6R|uniprot/swiss-prot:P08887|refseq:NP_000556|refseq:NP_001193795|refseq:NP_852004,entrez gene/locuslink:BSF2(gene name synonym)|entrez gene/locuslink:HGF(gene name synonym)|entrez gene/locuslink:HSF(gene name synonym)|entrez gene/locuslink:IFNB2(gene name synonym)|entrez gene/locuslink:IL-6(gene name synonym),entrez gene/locuslink:CD126(gene name synonym)|entrez gene/locuslink:IL-6R-1(gene name synonym)|entrez gene/locuslink:IL-6RA(gene name synonym)|entrez gene/locuslink:IL6Q(gene name synonym)|entrez gene/locuslink:IL6RA(gene name synonym)|entrez gene/locuslink:IL6RQ(gene name synonym)|entrez gene/locuslink:gp80(gene name synonym),"psi-mi:""MI:0096""(pull down)",Schwantner A (2004),pubmed:14557255,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:253454,-
67,UTS2B_UTS2R,UROTENSIN,UTS2B,UTS2R,,,,,PMID: 31556942,Secreted Signaling,UTS2B - UTS2R,UTS2B:UTS2R,entrez gene/locuslink:257313,entrez gene/locuslink:2837,biogrid:129211|entrez gene/locuslink:UTS2B|uniprot/swiss-prot:Q765I0|refseq:NP_937795,biogrid:109097|entrez gene/locuslink:UTS2R|uniprot/swiss-prot:Q9UKP6|refseq:NP_061822,entrez gene/locuslink:U2B(gene name synonym)|entrez gene/locuslink:URP(gene name synonym)|entrez gene/locuslink:UTS2D(gene name synonym),entrez gene/locuslink:GPR14(gene name synonym)|entrez gene/locuslink:UR-2-R(gene name synonym)|entrez gene/locuslink:UTR(gene name synonym)|entrez gene/locuslink:UTR2(gene name synonym),"psi-mi:""MI:0096""(pull down)",Sugo T (2003),pubmed:14550283,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:253465,-
68,VEGFC_VEGFR2,VEGF,VEGFC,KDR,,,VEGF activation receptor,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFC - VEGFR2,VEGFC:KDR,entrez gene/locuslink:7424,entrez gene/locuslink:3791,biogrid:113267|entrez gene/locuslink:VEGFC|uniprot/swiss-prot:P49767|refseq:NP_005420,biogrid:109992|entrez gene/locuslink:KDR|uniprot/swiss-prot:P35968|refseq:NP_002244,entrez gene/locuslink:Flt4-L(gene name synonym)|entrez gene/locuslink:LMPH1D(gene name synonym)|entrez gene/locuslink:VRP(gene name synonym),entrez gene/locuslink:CD309(gene name synonym)|entrez gene/locuslink:FLK1(gene name synonym)|entrez gene/locuslink:VEGFR(gene name synonym)|entrez gene/locuslink:VEGFR2(gene name synonym),"psi-mi:""MI:0114""(x-ray crystallography)",Leppaenen VM (2010),pubmed:20145116,taxid:9606,taxid:9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0463""(biogrid)",biogrid:2536365,-
69,L1CAM_L1CAM,L1CAM,L1CAM,L1CAM,,,,,PMID: 18701456,Cell-Cell Contact,L1CAM - L1CAM,L1CAM:L1CAM,entrez gene/locuslink:3897,entrez gene/locuslink:3897,biogrid:110094|entrez gene/locuslink:L1CAM|uniprot/swiss-prot:P32004|refseq:NP_076493|refseq:NP_001265045|refseq:NP_000416|refseq:NP_001137435,biogrid:110094|entrez gene/locuslink:L1CAM|uniprot/swiss-prot:P32004|refseq:NP_076493|refseq:NP_001265045|refseq:NP_000416|refseq:NP_001137435,entrez gene/locuslink:CAML1(gene name synonym)|entrez gene/locuslink:CD171(gene name synonym)|entrez gene/locuslink:HSAS(gene name synonym)|entrez gene/locuslink:HSAS1(gene name synonym)|entrez gene/locuslink:MASA(gene name synonym)|entrez gene/locuslink:MIC5(gene name synonym)|entrez gene/locuslink:N-CAM-L1(gene name synonym)|entrez gene/locuslink:N-CAML1(gene name synonym)|entrez gene/locuslink:NCAM-L1(gene name synonym)|entrez gene/locuslink:S10(gene name synonym)|entrez gene/locuslink:SPG1(gene name synonym),entrez gene/locuslink:CAML1(gene name synonym)|entrez gene/locuslink:CD171(gene name synonym)|entrez gene/locuslink:HSAS(gene name synonym)|entrez gene/locuslink:HSAS1(gene name synonym)|entrez gene/locuslink:MASA(gene name synonym)|entrez gene/locuslink:MIC5(gene name synonym)|entrez gene/locuslink:N-CAM-L1(gene name synonym)|entrez gene/locuslink:N-CAML1(gene name synonym)|entrez gene/locuslink:NCAM-L1(gene name synonym)|entrez gene/locuslink:S10(gene name synonym)|entrez gene/locuslink:SPG1(gene name synonym),"psi-mi:""MI:0018""(two hybrid)",Sawma P (2014),pubmed:25315821,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2536751,-
70,PDGFB_PDGFRB,PDGF,PDGFB,PDGFRB,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFB - PDGFRB,PDGFB:PDGFRB,entrez gene/locuslink:5155,entrez gene/locuslink:5159,biogrid:111181|entrez gene/locuslink:PDGFB|entrez gene/locuslink:LL22NC03-10C3.2|uniprot/swiss-prot:P01127|refseq:NP_148937|refseq:NP_002599,biogrid:111185|entrez gene/locuslink:PDGFRB|uniprot/swiss-prot:P09619|refseq:NP_002600,entrez gene/locuslink:IBGC5(gene name synonym)|entrez gene/locuslink:PDGF-2(gene name synonym)|entrez gene/locuslink:PDGF2(gene name synonym)|entrez gene/locuslink:SIS(gene name synonym)|entrez gene/locuslink:SSV(gene name synonym)|entrez gene/locuslink:c-sis(gene name synonym),entrez gene/locuslink:CD140B(gene name synonym)|entrez gene/locuslink:IBGC4(gene name synonym)|entrez gene/locuslink:IMF1(gene name synonym)|entrez gene/locuslink:JTK12(gene name synonym)|entrez gene/locuslink:PDGFR(gene name synonym)|entrez gene/locuslink:PDGFR-1(gene name synonym)|entrez gene/locuslink:PDGFR1(gene name synonym),"psi-mi:""MI:0686""(unspecified method)",Jin P (2008),pubmed:18593464,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2536867,-
71,NRXN1_NLGN1,NRXN,NRXN1,NLGN1,,,,,KEGG: hsa04514,Cell-Cell Contact,NRXN1 - NLGN1,NRXN1:NLGN1,entrez gene/locuslink:9378,entrez gene/locuslink:22871,biogrid:114779|entrez gene/locuslink:NRXN1|uniprot/swiss-prot:Q9ULB1|uniprot/swiss-prot:P58400|refseq:NP_001129131|refseq:NP_001317011|refseq:NP_001317022|refseq:NP_001317007|refseq:NP_001317026|refseq:NP_004792|refseq:NP_001317015|refseq:NP_001317021|refseq:NP_001317020|refseq:NP_001317023|refseq:NP_620072|refseq:NP_001317025|refseq:NP_001317024|refseq:NP_001307085|refseq:NP_001307086|refseq:NP_001317012|refseq:NP_001317013|refseq:NP_001317014|refseq:NP_001317006|refseq:NP_001317016|refseq:NP_001317017,biogrid:116538|entrez gene/locuslink:NLGN1|uniprot/swiss-prot:Q8N2Q7|refseq:NP_055747,entrez gene/locuslink:Hs.22998(gene name synonym)|entrez gene/locuslink:PTHSL2(gene name synonym)|entrez gene/locuslink:SCZD17(gene name synonym),entrez gene/locuslink:NL1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Comoletti D (2003),pubmed:14522992,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:253702,-
72,RLN3_RXFP4,RLN,RLN3,RXFP4,,,,,KEGG: hsa04080,Secreted Signaling,RLN3 - RXFP4,RLN3:RXFP4,entrez gene/locuslink:339403,entrez gene/locuslink:117579,biogrid:130880|entrez gene/locuslink:RXFP4|uniprot/swiss-prot:Q8TDU9|refseq:NP_871001,biogrid:125590|entrez gene/locuslink:RLN3|entrez gene/locuslink:UNQ6188/PRO20213|uniprot/swiss-prot:Q8WXF3|refseq:NP_543140,entrez gene/locuslink:GPCR142(gene name synonym)|entrez gene/locuslink:GPR100(gene name synonym)|entrez gene/locuslink:RLN3R2(gene name synonym)|entrez gene/locuslink:RXFPR4(gene name synonym),entrez gene/locuslink:H3(gene name synonym)|entrez gene/locuslink:RXN3(gene name synonym)|entrez gene/locuslink:ZINS4(gene name synonym)|entrez gene/locuslink:insl7(gene name synonym),"psi-mi:""MI:0096""(pull down)",Liu C (2003),pubmed:14522967,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:253704,-
73,CXCL1_ACKR1,CXCL,CXCL1,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL1 - ACKR1,CXCL1:ACKR1,entrez gene/locuslink:2919,entrez gene/locuslink:2532,biogrid:109176|entrez gene/locuslink:CXCL1|uniprot/swiss-prot:P09341|refseq:NP_001502,biogrid:108808|entrez gene/locuslink:ACKR1|entrez gene/locuslink:CTA-134P22.3|uniprot/swiss-prot:Q16570|refseq:NP_001116423|refseq:NP_002027,entrez gene/locuslink:FSP(gene name synonym)|entrez gene/locuslink:GRO1(gene name synonym)|entrez gene/locuslink:GROa(gene name synonym)|entrez gene/locuslink:MGSA(gene name synonym)|entrez gene/locuslink:MGSA-a(gene name synonym)|entrez gene/locuslink:NAP-3(gene name synonym)|entrez gene/locuslink:SCYB1(gene name synonym),entrez gene/locuslink:CCBP1(gene name synonym)|entrez gene/locuslink:CD234(gene name synonym)|entrez gene/locuslink:DARC(gene name synonym)|entrez gene/locuslink:Dfy(gene name synonym)|entrez gene/locuslink:FY(gene name synonym)|entrez gene/locuslink:GPD(gene name synonym)|entrez gene/locuslink:GpFy(gene name synonym)|entrez gene/locuslink:WBCQ1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Kashiwazaki M (2003),pubmed:13679391,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:255131,-
74,CCL2_ACKR1,CCL,CCL2,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL2 - ACKR1,CCL2:ACKR1,entrez gene/locuslink:6347,entrez gene/locuslink:2532,biogrid:112251|entrez gene/locuslink:CCL2|uniprot/swiss-prot:P13500|refseq:NP_002973,biogrid:108808|entrez gene/locuslink:ACKR1|entrez gene/locuslink:CTA-134P22.3|uniprot/swiss-prot:Q16570|refseq:NP_001116423|refseq:NP_002027,entrez gene/locuslink:GDCF-2(gene name synonym)|entrez gene/locuslink:HC11(gene name synonym)|entrez gene/locuslink:HSMCR30(gene name synonym)|entrez gene/locuslink:MCAF(gene name synonym)|entrez gene/locuslink:MCP-1(gene name synonym)|entrez gene/locuslink:MCP1(gene name synonym)|entrez gene/locuslink:SCYA2(gene name synonym)|entrez gene/locuslink:SMC-CF(gene name synonym),entrez gene/locuslink:CCBP1(gene name synonym)|entrez gene/locuslink:CD234(gene name synonym)|entrez gene/locuslink:DARC(gene name synonym)|entrez gene/locuslink:Dfy(gene name synonym)|entrez gene/locuslink:FY(gene name synonym)|entrez gene/locuslink:GPD(gene name synonym)|entrez gene/locuslink:GpFy(gene name synonym)|entrez gene/locuslink:WBCQ1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Kashiwazaki M (2003),pubmed:13679391,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:255132,-
75,CNTN2_CNTN2_CNTNAP2,CNTN,CNTN2,CNTN2_CNTNAP2,,,,,KEGG: hsa04514,Cell-Cell Contact,CNTN2 - (CNTN2+CNTNAP2),CNTN2:CNTN2_CNTNAP2,entrez gene/locuslink:6900,entrez gene/locuslink:26047,biogrid:112763|entrez gene/locuslink:CNTN2|uniprot/swiss-prot:Q02246|refseq:NP_005067,biogrid:117510|entrez gene/locuslink:CNTNAP2|uniprot/swiss-prot:Q9UHC6|refseq:NP_054860,entrez gene/locuslink:AXT(gene name synonym)|entrez gene/locuslink:FAME5(gene name synonym)|entrez gene/locuslink:TAG-1(gene name synonym)|entrez gene/locuslink:TAX(gene name synonym)|entrez gene/locuslink:TAX1(gene name synonym),entrez gene/locuslink:AUTS15(gene name synonym)|entrez gene/locuslink:CASPR2(gene name synonym)|entrez gene/locuslink:CDFE(gene name synonym)|entrez gene/locuslink:NRXN4(gene name synonym)|entrez gene/locuslink:PTHSL1(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Traka M (2003),pubmed:12975355,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:255140,-
76,CD226_PVR,CD226,CD226,PVR,,,,,PMID: 24440149,Cell-Cell Contact,CD226 - PVR,CD226:PVR,entrez gene/locuslink:10666,entrez gene/locuslink:5817,biogrid:115908|entrez gene/locuslink:CD226|uniprot/swiss-prot:Q15762|refseq:NP_001290548|refseq:NP_006557|refseq:NP_001290547,biogrid:111775|entrez gene/locuslink:PVR|uniprot/swiss-prot:P15151|refseq:NP_006496|refseq:NP_001129242|refseq:NP_001129240|refseq:NP_001129241,entrez gene/locuslink:DNAM-1(gene name synonym)|entrez gene/locuslink:DNAM1(gene name synonym)|entrez gene/locuslink:PTA1(gene name synonym)|entrez gene/locuslink:TLiSA1(gene name synonym),entrez gene/locuslink:CD155(gene name synonym)|entrez gene/locuslink:HVED(gene name synonym)|entrez gene/locuslink:NECL5(gene name synonym)|entrez gene/locuslink:Necl-5(gene name synonym)|entrez gene/locuslink:PVS(gene name synonym)|entrez gene/locuslink:TAGE4(gene name synonym),"psi-mi:""MI:0096""(pull down)",Bottino C (2003),pubmed:12913096,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:255723,-
77,PVR_CD226,PVR,PVR,CD226,,,,,KEGG: hsa04514,Cell-Cell Contact,PVR - CD226,PVR:CD226,entrez gene/locuslink:10666,entrez gene/locuslink:5817,biogrid:115908|entrez gene/locuslink:CD226|uniprot/swiss-prot:Q15762|refseq:NP_001290548|refseq:NP_006557|refseq:NP_001290547,biogrid:111775|entrez gene/locuslink:PVR|uniprot/swiss-prot:P15151|refseq:NP_006496|refseq:NP_001129242|refseq:NP_001129240|refseq:NP_001129241,entrez gene/locuslink:DNAM-1(gene name synonym)|entrez gene/locuslink:DNAM1(gene name synonym)|entrez gene/locuslink:PTA1(gene name synonym)|entrez gene/locuslink:TLiSA1(gene name synonym),entrez gene/locuslink:CD155(gene name synonym)|entrez gene/locuslink:HVED(gene name synonym)|entrez gene/locuslink:NECL5(gene name synonym)|entrez gene/locuslink:Necl-5(gene name synonym)|entrez gene/locuslink:PVS(gene name synonym)|entrez gene/locuslink:TAGE4(gene name synonym),"psi-mi:""MI:0096""(pull down)",Bottino C (2003),pubmed:12913096,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:255723,-
78,PDCD1LG2_PDCD1,PDL2,PDCD1LG2,PDCD1,,,,,PMID: 23954143,Cell-Cell Contact,PDCD1LG2 - PDCD1,PDCD1LG2:PDCD1,entrez gene/locuslink:5133,entrez gene/locuslink:80380,biogrid:111160|entrez gene/locuslink:PDCD1|uniprot/swiss-prot:Q15116|refseq:NP_005009,biogrid:123259|entrez gene/locuslink:PDCD1LG2|uniprot/swiss-prot:Q9BQ51|refseq:NP_079515,entrez gene/locuslink:CD279(gene name synonym)|entrez gene/locuslink:PD-1(gene name synonym)|entrez gene/locuslink:PD1(gene name synonym)|entrez gene/locuslink:SLEB2(gene name synonym)|entrez gene/locuslink:hPD-1(gene name synonym)|entrez gene/locuslink:hPD-l(gene name synonym)|entrez gene/locuslink:hSLE1(gene name synonym),entrez gene/locuslink:B7DC(gene name synonym)|entrez gene/locuslink:Btdc(gene name synonym)|entrez gene/locuslink:CD273(gene name synonym)|entrez gene/locuslink:PD-L2(gene name synonym)|entrez gene/locuslink:PDCD1L2(gene name synonym)|entrez gene/locuslink:PDL2(gene name synonym)|entrez gene/locuslink:bA574F11.2(gene name synonym),"psi-mi:""MI:0096""(pull down)",Youngnak P (2003),pubmed:12893276,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:255806,-
79,TNF_TNFRSF1A,TNF,TNF,TNFRSF1A,,,,,KEGG: hsa04060,Secreted Signaling,TNF - TNFRSF1A,TNF:TNFRSF1A,entrez gene/locuslink:7124,entrez gene/locuslink:7132,biogrid:112979|entrez gene/locuslink:TNF|entrez gene/locuslink:DADB-70P7.1|uniprot/swiss-prot:P01375|refseq:NP_000585,biogrid:112986|entrez gene/locuslink:TNFRSF1A|uniprot/swiss-prot:P19438|refseq:NP_001333021|refseq:NP_001333020|refseq:NP_001056,entrez gene/locuslink:DIF(gene name synonym)|entrez gene/locuslink:TNF-alpha(gene name synonym)|entrez gene/locuslink:TNFA(gene name synonym)|entrez gene/locuslink:TNFSF2(gene name synonym),entrez gene/locuslink:CD120a(gene name synonym)|entrez gene/locuslink:FPF(gene name synonym)|entrez gene/locuslink:MS5(gene name synonym)|entrez gene/locuslink:TBP1(gene name synonym)|entrez gene/locuslink:TNF-R(gene name synonym)|entrez gene/locuslink:TNF-R-I(gene name synonym)|entrez gene/locuslink:TNF-R55(gene name synonym)|entrez gene/locuslink:TNFAR(gene name synonym)|entrez gene/locuslink:TNFR1(gene name synonym)|entrez gene/locuslink:TNFR1-d2(gene name synonym)|entrez gene/locuslink:TNFR55(gene name synonym)|entrez gene/locuslink:TNFR60(gene name synonym)|entrez gene/locuslink:p55(gene name synonym)|entrez gene/locuslink:p55-R(gene name synonym)|entrez gene/locuslink:p60(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Micheau O (2003),pubmed:12887920,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:255890,-
80,FASL_FAS,FASLG,FASLG,FAS,,,,,KEGG: hsa04060,Secreted Signaling,FASL - FAS,FASLG:FAS,entrez gene/locuslink:356,entrez gene/locuslink:355,biogrid:106852|entrez gene/locuslink:FASLG|uniprot/swiss-prot:P48023|refseq:NP_000630|refseq:NP_001289675,biogrid:106851|entrez gene/locuslink:FAS|entrez gene/locuslink:RP11-399O19.7|uniprot/swiss-prot:P25445|refseq:NP_690610|refseq:NP_690611|refseq:NP_000034,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym),entrez gene/locuslink:ALPS1A(gene name synonym)|entrez gene/locuslink:APO-1(gene name synonym)|entrez gene/locuslink:APT1(gene name synonym)|entrez gene/locuslink:CD95(gene name synonym)|entrez gene/locuslink:FAS1(gene name synonym)|entrez gene/locuslink:FASTM(gene name synonym)|entrez gene/locuslink:TNFRSF6(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Micheau O (2003),pubmed:12887920,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:255896,-
81,SEMA4D_CD72,SEMA4,SEMA4D,CD72,,,,,PMID: 22325954,Cell-Cell Contact,SEMA4D - CD72,SEMA4D:CD72,entrez gene/locuslink:10507,entrez gene/locuslink:971,biogrid:115766|entrez gene/locuslink:SEMA4D|entrez gene/locuslink:XXyac-YM68G7.1|uniprot/swiss-prot:Q92854|refseq:NP_001135759|refseq:NP_006369,biogrid:107409|entrez gene/locuslink:CD72|entrez gene/locuslink:RP11-331F9.9|uniprot/swiss-prot:P21854|refseq:NP_001773,entrez gene/locuslink:C9orf164(gene name synonym)|entrez gene/locuslink:CD100(gene name synonym)|entrez gene/locuslink:M-sema-G(gene name synonym)|entrez gene/locuslink:SEMAJ(gene name synonym)|entrez gene/locuslink:coll-4(gene name synonym),entrez gene/locuslink:CD72b(gene name synonym)|entrez gene/locuslink:LYB2(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Ishida I (2003),pubmed:12882840,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:255926,-
